source_id,company,job_id,title,location,url,role_family,fit_score,status,fit_reasons,hard_gates,soft_gaps,recommended_profile_focus
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4828946101,Engine Assembly Technician (m/f/d) - Rocket Engines,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4828946101,Other,28,RED,"[{""job_evidence"": [""assembly"", ""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4982385101,Full-Stack Software Engineer (f/m/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4982385101,Other,28,RED,"[{""job_evidence"": [""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""manufacturing"", ""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4823887101,Intern (m/f/d) 3D Printing/Additive Manufacturing,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4823887101,Not relevant,28,RED,"[{""job_evidence"": [""assembly"", ""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""manufacturing""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4917841101,Intern (m/f/d) Development Engineer,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4917841101,Other,28,RED,"[{""job_evidence"": [""assembly""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""manufacturing""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4878506101,Intern (m/f/d) Institutional Projects,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4878506101,Not relevant,28,RED,"[{""job_evidence"": [""project management""], ""reason"": ""Industrial construction and project leadership""}, {""job_evidence"": [""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""planning"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4960892101,Intern (m/f/d) Institutional Projects (LCA),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4960892101,Not relevant,28,RED,"[{""job_evidence"": [""project management""], ""reason"": ""Industrial construction and project leadership""}, {""job_evidence"": [""manufacturing""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""planning"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4934392101,PLM Administrator (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4934392101,Not relevant,28,RED,"[{""job_evidence"": [""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4973276101,Senior Electrical Engineer - Launch (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4973276101,Utilities / Power,28,RED,"[{""job_evidence"": [""installation""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""commissioning""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4829139101,Welder (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4829139101,Not relevant,26,RED,"[{""job_evidence"": [""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""manufacturing""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4978745101,Development Engineer - Valves (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4978745101,Other,24,RED,"[{""job_evidence"": [""manufacturing"", ""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4826223101,EWIS Design Engineer (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4826223101,Other,24,RED,"[{""job_evidence"": [""installation"", ""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4828909101,Propulsion Development Engineer (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4828909101,Other,24,RED,"[{""job_evidence"": [""manufacturing"", ""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4978675101,Senior Development Engineer - Umbilicals (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4978675101,Other,24,RED,"[{""job_evidence"": [""manufacturing"", ""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4829103101,Stage Assembly & Integration Technician (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4829103101,Other,24,RED,"[{""job_evidence"": [""assembly"", ""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""manufacturing"", ""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4828814101,Avionics Engineer - Design (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4828814101,Other,22,RED,"[{""job_evidence"": [""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4823908101,CNC Operator (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4823908101,Not relevant,22,RED,"[{""job_evidence"": [""assembly"", ""quality""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4828781101,Assembly Technician (f/m/d) – Shetland UK,"Shetland Islands, Scotland, United Kingdom",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4828781101,Other,20,RED,"[{""job_evidence"": [""assembly"", ""installation""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""commissioning""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4933765101,Development Engineer - Orbital Stage (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4933765101,Other,20,RED,"[{""job_evidence"": [""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4837700101,Intern (m/f/d) Propulsion Engineering,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4837700101,Other,20,RED,"[{""job_evidence"": [""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4888885101,Senior Fluidic Component Design Engineer (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4888885101,Other,20,RED,"[{""job_evidence"": [""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4929561101,Welder (m/f/d) UK/Shetlands,"Shetland Islands, Scotland, United Kingdom",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4929561101,Not relevant,20,RED,"[{""job_evidence"": [""installation""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""commissioning"", ""production""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4843587101,Electrical Technician - UK/Shetlands,"Shetland Islands, Scotland, United Kingdom",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4843587101,Utilities / Power,18,RED,"[{""job_evidence"": [""installation""], ""reason"": ""Structural steel execution""}, {""job_evidence"": [""commissioning""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4960338101,Intern (m/f/d) GNC - Reusable Launch Vehicles,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4960338101,Not relevant,16,RED,"[{""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4907968101,LabVIEW Programming Engineer (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4907968101,Other,16,RED,"[{""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4964986101,Propulsion Test Engineer (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4964986101,Other,16,RED,"[{""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4918738101,RF Design Engineer (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4918738101,Other,16,RED,"[{""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4960166101,Contracts Manager (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4960166101,Other,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4969536101,GNC Test Engineer (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4969536101,Other,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4954683101,Group Lead UK Test Site (m/f/d),"Inverness, Highland, United Kingdom",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4954683101,Not relevant,14,RED,"[{""job_evidence"": [""project management""], ""reason"": ""Industrial construction and project leadership""}, {""job_evidence"": [""planning"", ""schedule""], ""reason"": ""Planning and technical documentation""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4826227101,Intern (f/m/d) Simulation Engineer Mission Analysis,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4826227101,Other,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4966913101,Intern (m/f/d) Accounting,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4966913101,Not relevant,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4878647101,Intern (m/f/d) LabVIEW Programming,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4878647101,Not relevant,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4824842101,Intern (m/f/d) Mathematical Modeling,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4824842101,Not relevant,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4830984101,Intern (m/f/d) Propulsion Test Data Engineer,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4830984101,Other,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4960401101,Intern (m/f/d) Redundant Flight Software Development,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4960401101,Not relevant,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4828112101,Intern (m/f/d) Software Engineer Mission Analysis,"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4828112101,Other,14,RED,"[{""job_evidence"": [""schedule""], ""reason"": ""Planning and technical documentation""}, {""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4823448101,Launch Site Health & Safety Lead,"Shetland Islands, Scotland, United Kingdom",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4823448101,Not relevant,14,RED,"[{""job_evidence"": [""commissioning""], ""reason"": ""Large industrial project execution""}, {""job_evidence"": [""documentation"", ""schedule""], ""reason"": ""Planning and technical documentation""}]",[],[],A
rocket-factory-augsburg,Rocket Factory Augsburg,rocket-factory-augsburg:4845549101,Einkäufer (m/f/d),"Augsburg, Bavaria, Germany",https://job-boards.eu.greenhouse.io/rocketfactoryaugsburgag/jobs/4845549101,Not relevant,8,RED,"[{""job_evidence"": ""Augsburg, Bavaria, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2504337,Engineering Technician (m/w/d),"Berlin, Germany",https://www.exolaunch.com/careers/job/2504337,Other,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2535135,Future Opportunities – Open Application,"Berlin, Germany",https://www.exolaunch.com/careers/job/2535135,Not relevant,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2799954,International Logistics Specialist (m/w/d),"Berlin, Germany",https://www.exolaunch.com/careers/job/2799954,Other,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2803946,Marketing Director (m/w/d),"Berlin, Germany",https://www.exolaunch.com/careers/job/2803946,Not relevant,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2782697,Mechanical Design Engineer - EXOtube (CAD Specialist),"Berlin, Germany",https://www.exolaunch.com/careers/job/2782697,Other,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2571248,Office Coordinator (m/f/d),"Berlin, Germany",https://www.exolaunch.com/careers/job/2571248,Not relevant,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2570347,Operativer Einkäufer / Technical Buyer (m/w/d),"Berlin, Germany",https://www.exolaunch.com/careers/job/2570347,Not relevant,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2782501,Product Manager - EXOtube,"Berlin, Germany",https://www.exolaunch.com/careers/job/2782501,Other,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2632283,"Technical Product Manager, Electronics (m/w/d)","Berlin, Germany",https://www.exolaunch.com/careers/job/2632283,Other,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
exolaunch,Exolaunch,exolaunch:2504264,Test Engineer - Mechanical Space Systems (m/w/d),"Berlin, Germany",https://www.exolaunch.com/careers/job/2504264,Other,8,RED,"[{""job_evidence"": ""Berlin, Germany"", ""reason"": ""Preferred location""}]",[],[],A
