title,location,company,department,link,mission,requirements,benefits,scrape_timestamp,first_seen,last_seen,active
Data Infrastructure Operations Specialist II (Starlink),"Redmond, WA",SpaceX,Supply Chain & Logistics - Sourcing & Planning,https://boards.greenhouse.io/spacex/jobs/8508424002?gh_jid=8508424002,"Negotiate creative, flexible, and commercially effective deals with key suppliers and partners.
Align sourcing strategy with engineering, quality, and performance requirements across priority areas.
Track deal status, approvals, and execution risks while driving suppliers toward timely and reliable delivery.
Continuously improve, standardize, and scale sourcing processes, workflows, tools, and planning systems.
Build a strong pipeline of exclusive and proprietary enterprise datasets.
Provide valuable inputs on upcoming orders based on supplier capacity, quality, and pricing.
Maintain rigorous spend discipline, committing budget only to datasets that meaningfully improve model performance.
Set target pricing, analyze supplier spend and trends, and develop metrics for quality, delivery, and performance.
Manage clear, proactive communication with both internal stakeholders and external partners.","3+ years of experience and a bachelor’s degree, or equivalent experience working in one or more of the following fields:
Hardware or product management
Engineering
Procurement
Supply chain management
Strategy and operations
Technology
PREFERRED SKILLS AND EXPERIENCE:
Self-starting, able to identify areas for improvement with minimal direction
Experience in managing technical or construction projects from beginning to end
Ability to tackle complex and ambiguous problems
Excellent project management, communication, and organizational skills
Experience or interest in data analysis, data visualization, and/or financial analysis
Demonstrates commitment to SpaceX’s goals of reusability, renewability, and sustainability","Must be willing to work long hours and occasional weekends when necessary to support launch and critical project timelines
Pay range:
Sourcing Specialist/Level II: $95,000.00-$120,000.00/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees in Washington State accrue paid sick time in compliance with state and federal law. Company shuttles are offered to employees ",2026-09-14_14-47-51,2026-09-14,2026-09-14,True
Data Scientist (Starlink),"Redmond, WA",SpaceX,Engineering - Software & Analytics,https://boards.greenhouse.io/spacex/jobs/8783265002?gh_jid=8783265002,"Build and maintain mission-critical infrastructure, tools, processes, and custom software to objectively assess growth areas for the Starlink program
Lead technical investigations about chronic network-level issues
Automate the aggregation of metrics and detection of widespread application issues across Starlink
Establish and maintain relationships with key engineering stakeholders
Apply data analytics, models, and techniques to data products created by space vehicles
Build ground-based software systems that ingest, transform, and store data
Fuse data from multiple sources to create usable information","Bachelor’s degree in computer science, data science, physics, mathematics, or a STEM discipline
1+ years of professional data/software engineering experience (internship experience is applicable)
Development experience in an object-oriented programming language (i.e. C, C++, Python)
PREFERRED SKILLS AND EXPERIENCE:
Professional experience in analytics, data science, or machine learning
Ability to take on projects that require taking initiative and developing new expertise
Ability to work effectively in a dynamic environment that includes working with changing needs and requirements
Experience building solutions with in-stream data processing of structured and semi-structured data
Experience building predictive models and machine learning pipelines (clustering analysis, prediction, anomaly detection)
Experience in custom ETL design, implementation, and maintenance
Familiarity with the Open Systems Intercommunication (OSI) model and other common networking principles
Experience using AI tools to accelerate","Must be willing to work extended hours and weekends as needed
Pay Range:
Level 1: $125,000.00 - $165,000.00
Level 2: $145,000.00 - $200,000.00
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees in Washington State accrue paid sick time in compliance with state and federal law. Company shuttles are offered to employees for roundtrip travel from select Seattle locations to the SpaceX Redm",2026-09-14_14-47-51,2026-09-14,2026-09-14,True
Deburr Technician (Machining),"Hawthorne, CA",SpaceX,Manufacturing - Machining,https://boards.greenhouse.io/spacex/jobs/8772025002?gh_jid=8772025002,"Grind, file, or sand surfaces of metal items, utilizing a variety of hand tools, power tools, and machines
Examine surfaces in order to find defects
Remove defects and smooth uneven surfaces
Clean and organize work area
Install aircraft grade hardware such as STI","High school diploma or equivalency certificate
1+ years of professional work experience deburring, grinding, or machining metal items or completion of a technical trade program in manufacturing, machining, electronics, automotive or assembly
PREFERRED SKILLS AND EXPERIENCE:
Experience with basic blueprint reading
Able to bench close tolerance dimensions within what the blueprint calls for
Experience utilizing various measuring instruments-mics, veneers, ultra-sonic thickness gauges, etc.
Able to utilize various grinding equipment - angle head grinders, pencil grinders, straight grinders, and palm sanders","Must be able to work the following schedules:
Monday to Friday: 5AM - 3:30PM
Monday to Friday: 3:30PM - 2AM
Standing for long periods of time, climbing up and down ladders, bending, grasping, sitting, pulling, pushing, stooping, and stretching are generally required to perform the functions of this position
Must be willing to work overtime and or weekends as needed
Pay range:
Deburr Technician/Level 1: $23.00 - $24.00/hour
Deburr Technician/Level 2: $24.00 - $27.00/hour
Deburr Technician/Level 3: $26.50 - $30.00/hour
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short & long-term disability ins",2026-09-14_14-47-52,2026-09-14,2026-09-14,True
"Deburr Technician, Machining (Starship)","Hawthorne, CA",SpaceX,Manufacturing - Machining,https://boards.greenhouse.io/spacex/jobs/8680153002?gh_jid=8680153002,"Deburr and process machined valve components in post-machining
Interpret drawings per ASME Y14.5-2009 standard to maintain part specifications
Chase machine cut threads to size if necessary
Polish tight tolerance surface finishes and inspect with profilometer
Wash parts that have gone through the deburr process and passivate using citric passivation
Assist with material inventory and prepare hardware for machining processes
Operate a mass finishing barrel tumbler using given recipes for specific parts and materials
Meet expectations for productivity and production goals
Maintain a clean and efficient work environment
Keep products consistently moving and alert management when production is inhibited
Provide ideas for continuous  process improvements","High school diploma or equivalency certificate
1+ years of professional work experience in a factory/production environment; or the completion of a machining certification
PREFERRED SKILLS AND EXPERIENCE:
2+ years of deburr experience using various deburr techniques using manual and automated equipment
Experience working in a machine shop
Experience with basic blueprint reading
Knowledge of CNC machining
Experience using various measuring instruments such as micrometers, calipers, profilometers, and borescopes","Estimated start times: 1st shift (5:00 AM) & 2nd shift (2:30 PM)
Ability to work one of the following shifts, overtime, and weekends as needed
Ability to lift up to 25 lbs. unassisted
Ability to use physical and repetitive movement, bending or twisting, using hands to handle, control, or feel objects, tools or controls
Ability to be exposed to sounds and noise levels that are distracting
Pay range:
Level 1: $22.00 - $24.00/hour
Level 2: $24.00 - $27.00/hour
Level 3: $26.50 - $30.00/hour
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave,",2026-09-14_14-47-53,2026-09-14,2026-09-14,True
Delivery Systems Specialist - Driver,"Redmond, WA",SpaceX,Supply Chain & Logistics - Materials Management & Warehouse,https://boards.greenhouse.io/spacex/jobs/8675197002?gh_jid=8675197002,"Load, drive, and unload manufacturing, test, and support items between Redmond, WA and Woodinville WA
Occasionally help with long haul OTR drives from WA to TX
Operate commercial vehicles including tractors, 53-ft trailers, vans, and flat-beds meeting all federal, state, and local transportation requirements and regulations
Safely load trucks at pickup points and transport truckload to destination following the rules of the road at all times
Safely load and unload trucks at designated drop-off points
Forklift use will be the primary method of loading and unloading trucks
Ensure truckload contents are secure for safe and undamaged delivery to the destination
Scan barcodes meeting business WMS requirements
Contribute to Receiving, Material Handling, and Inventory operations within the Distribution Center and across SpaceX as needed
Take driving route origin-destination direction from the internal fleet supervisor and communicate any issues with the immediate supervisor and/or affected parties as needed
Maintain and review all applicable documents (paperwork) related to items being delivered to ensure they are not damaged during delivery
Monitor service records of the vehicle when dri","High school diploma or equivalency certificate
Class A Commercial Driver's License (CDL)
2+ years of experience in short haul commercial driving
1+ years of experience in long haul commercial driving
PREFERRED SKILLS AND EXPERIENCE:
Experience in expediting or material handling
Experience with barcode scanning to document material movement
Experience working with aircraftor automotive parts and assemblies
Experience using Enterprise Resource Planning (ERP) system experience (SAP, Oracle, etc.)
Experience operating a forklift and/or material-handling motorized vehicles and equipment
Experience driving for a high-volume manufacturing environment
Excellent organizational and time management skills
Counter-balance sit-down forklift experience","Must be able to work long hours and weekends as needed based on production schedule
Ability to lift upto 40 lbs. unassisted
Ability to obtain a Hazardous Material Endorsement (HME) for Class A CDL license holders
Lifting, standing, climbing, bending, grasping, sitting, pulling, pushing, stooping, stretching, and carrying are generally requiredto perform the functions of this position
Must be willing to work in an open-aired environment, lacking temperature controls
Pay Range:
Level 1: $29.00 - $34.00
Level 2: $32.00 - $40.00
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance",2026-09-14_14-47-54,2026-09-14,2026-09-14,True
Design Criteria Engineer (Falcon & Dragon),"Hawthorne, CA",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8721103002?gh_jid=8721103002,"Ensure that the SpaceX design process and design criteria/requirements are being followed for flight, launch, and recovery systems
Provide critical peer review and approval of hardware designs during design reviews, and of acceptance and qualification test campaigns
Develop design criteria, requirements, and verification approaches for new systems
Setup new processes to enable reliable aircraft-like operations of launch vehicles and spacecraft
Drive improvements to vehicle design by being closely integrated with hardware teams.
Review vehicle changes to ensure all hardware and operations are qualified
Develop specialized design and analysis tools for other engineering groups","Bachelor's degree in an engineering discipline
1+ years of professional experience in a hardware engineering role
PREFERRED SKILLS AND EXPERIENCE:
Master's degree in an engineering discipline
Hardware experience performing fabrication, assembly, and/or testing - can be in a professional, academic, or recreational setting
Experience with aircraft, launch vehicles, spacecraft, or other aerospace systems
Experience with at least one commercial FEA package (NASTRAN, ABAQUS, or ANSYS)
Hardware ownership on an award-winning engineering project or competition team (FSAE, Design-Build-Fly, NASA Student Launch, etc.)
Experience with electromechanical system design, analysis, testing, and fabrication for use in high-performance or safety critical applications
Hands on experience with various industry standard manufacturing tools, techniques and processes, including mills, lathes, electronics assembly, composite layup, etc.
Experience with material selection and make vs. buy decisions for system components
Scripting and data analysis experience using Visual Basic, Matlab, Python and Excel","Must be available to work long hours and weekends as necessary
Pay Range
Level I: $100,000.00 - $130,000.00/per year
Level II: $115,000.00 - $160,000.00/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees accrue paid sick leave pursuant to Company policy which satisfies or exceeds the accrual, carryover, and use requirements of the law.
ITAR REQUIREMENTS:
To conf",2026-09-14_14-47-54,2026-09-14,2026-09-14,True
Design Criteria Engineer (Starshield),"Hawthorne, CA",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8492189002?gh_jid=8492189002,"Develop and own design criteria, requirements, and verification approaches for new satellite systems. Continuously improve these processes with stakeholder engagement.
Perform critical peer review of hardware designs during design reviews, and of acceptance and qualification test campaigns, and approve plans based on the strength of technical justification that hardware is ready for launch.
Guide engineers through the SpaceX design process and ensure design criteria/requirements are being followed for satellite design, manufacturing, and test activities.
Provide development input such as analysis or test recommendations on a wide range of engineering problems encompassing electrical, structural, and radio frequency systems.
Leverage involvement in broad spectrum of development efforts to be an expert resource for defining vehicle maturity status in key program reviews and communications.
Proactively identify development risks, then implement and track mitigation plans.
Develop and own long-term strategy to enable satellite and infrastructure changes, while providing daily engineering support and surge coverage for critical issues.
Leverage comprehensive expertise in the satellite s","Bachelor's degree in an engineering discipline.
1+ years of experience in an engineering role (professional, project team, internship, or extracurricular experience all apply).
PREFERRED SKILLS AND EXPERIENCE:
Advanced degree in an engineering discipline.
5+ years professional experience in an engineering role (design, analysis, test, or manufacturing).
Ability to be self-motivated in a demanding start-up atmosphere.
Experience with aircraft, launch vehicles, spacecraft, or other aerospace systems.
Experience with electrical or mechanical system design, analysis, testing, and fabrication for use in safety-critical or high-manufacturing-rate applications.
Experience with make versus buy decisions for system components.
Scripting and data analysis experience using Visual Basic, SQL, Matlab, Python, or Excel.
Experience in using or maintaining enterprise resource planning (ERP) systems.
Excellent written and verbal communication skills.
Strong organization, attention to detail, and thoroughness.
Must have an ongoing drive for continuous improvement in all aspects of work.","Active Top Secret, Top Secret SCI, OR ability and willingness to obtain a Top Secret clearance is desired but not required. An active clearance may provide the opportunity for you to work on sensitive SpaceX missions; if so, you will be subject to pre-employment drug and random drug and alcohol testing.
Ability to work extended hours and weekends as necessary.
Ability to travel up to 10% of the time.
Pay Range:
Design Criteria Engineer/Level I: $100,000.00 - $115,000.00/per year
Design Criteria Engineer/Level II: $110,000.00 - $135,000.00/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience. Those with an active TS/ SCI clearance will receive a 10% differential, up to an additional $20,000 annually, once officially briefed into a classified program.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount t",2026-09-14_14-47-55,2026-09-14,2026-09-14,True
Design Criteria Engineer (Starship),"Starbase, TX",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8499349002?gh_jid=8499349002,"Drive improvements to vehicle design by being closely integrated with hardware teams.
Provide critical peer review and approval of hardware designs during design reviews; confirm acceptance and qualification test campaigns.
Drive the development of tools and methods to ensure accurate and well-disseminated design criteria.
Ensure a cohesive evolution of designs and operations across the different technical teams: avionics, propulsion, structures, launch, manufacturing, analysis, and test.
Work with a team to perform rapid conceptual design, analysis, and testing cycles on development hardware (may include CAD modeling and testing oversight as needed).
Derive hardware capabilities enabling operational adaptability while staying within hardware limits.","Bachelor's degree in an engineering discipline.
1+ years of experience with mechanical design, manufacturing, and/or analysis (internship experience qualifies).
PREFERRED SKILLS AND EXPERIENCE:
Experience with aerospace structure systems: design, analysis, testing, and fabrication for use in high-performance or safety critical applications.
Experience with fatigue, vibration, and thermal testing of mechanical assemblies.
Hands-on experience with various industry standard manufacturing tools, techniques and processes, including mills, lathes, electronics assembly, composite layup, etc.
Experience with material selection and make vs. buy decisions for system components.
Experience with solid modeling (Siemens NX) and finite element analysis software (FEMAP).
Experience performing closed-form and numerical stress analysis, simulations of dynamic systems, and fluid systems analysis.
Scripting and data analysis experience using Visual Basic, Matlab, Python, and Excel.","Must be willing to work long hours and weekends as needed.
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should reach out to EEOCompliance@spacex.com.
Create a Job Alert
Interested in building your career at SpaceX? Get future opportunities sent straight to your email.
Cre",2026-09-14_14-47-56,2026-09-14,2026-09-14,True
Design Criteria Engineer (Starship),"Starbase, TX",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8760091002?gh_jid=8760091002,"Drive improvements to vehicle design by being closely integrated with hardware teams.
Provide critical peer review and approval of hardware designs during design reviews; confirm acceptance and qualification test campaigns.
Drive the development of tools and methods to ensure accurate and well-disseminated design criteria.
Ensure a cohesive evolution of designs and operations across the different technical teams: avionics, propulsion, structures, launch, manufacturing, analysis, and test.
Work with a team to perform rapid conceptual design, analysis, and testing cycles on development hardware (may include CAD modeling and testing oversight as needed).","Bachelor's degree in an engineering discipline.
1+ years of experience with mechanical design, manufacturing, and/or analysis (internship experience qualifies).
PREFERRED SKILLS AND EXPERIENCE:
Experience with aerospace structure systems: design, analysis, testing, and fabrication for use in high-performance or safety critical applications.
Experience with fatigue, vibration, and thermal testing of mechanical assemblies.
Hands-on experience with various industry standard manufacturing tools, techniques and processes, including mills, lathes, electronics assembly, composite layup, etc.
Experience with material selection and make vs. buy decisions for system components.
Experience with solid modeling (Siemens NX) and finite element analysis software (FEMAP).
Experience performing closed-form and numerical stress analysis, simulations of dynamic systems, and fluid systems analysis.
Scripting and data analysis experience using Visual Basic, Matlab, Python, and Excel.","Must be willing to work long hours and weekends as needed.
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should reach out to EEOCompliance@spacex.com.
Create a Job Alert
Interested in building your career at SpaceX? Get future opportunities sent straight to your email.
Cre",2026-09-14_14-47-57,2026-09-14,2026-09-14,True
Design Reliability Engineer (Falcon & Dragon),"Hawthorne, CA",SpaceX,Engineering - Aerospace & Mechanical,https://boards.greenhouse.io/spacex/jobs/8682164002?gh_jid=8682164002,"Ensure that the SpaceX design process and design criteria/requirements are being followed for flight, launch, and recovery systems
Provide critical peer review and approval of hardware designs during design reviews, and of acceptance and qualification test campaigns
Develop design criteria, requirements, and verification approaches for new systems
Setup new processes to enable reliable aircraft-like operations of launch vehicles and spacecraft
Drive improvements to vehicle design by being closely integrated with hardware teams.
Review vehicle changes to ensure all hardware and operations are qualified
Develop specialized design and analysis tools for other engineering groups","Bachelor's degree in an engineering discipline
1+ years of professional experience in a hardware engineering role
PREFERRED SKILLS AND EXPERIENCE:
Master's degree in an engineering discipline
Hardware experience performing fabrication, assembly, and/or testing - can be in a professional, academic, or recreational setting
Experience with aircraft, launch vehicles, spacecraft, or other aerospace systems
Experience with at least one commercial FEA package (NASTRAN, ABAQUS, or ANSYS)
Hardware ownership on an award-winning engineering project or competition team (FSAE, Design-Build-Fly, NASA Student Launch, etc.)
Experience with electromechanical system design, analysis, testing, and fabrication for use in high-performance or safety critical applications
Hands on experience with various industry standard manufacturing tools, techniques and processes, including mills, lathes, electronics assembly, composite layup, etc.
Experience with material selection and make vs. buy decisions for system components
Scripting and data analysis experience using Visual Basic, Matlab, Python and Excel","Must be available to work long hours and weekends as necessary
Pay Range
Level I: $100,000.00 - $130,000.00/per year
Level II: $115,000.00 - $160,000.00/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short and long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation and will be eligible for 10 or more paid holidays per year. Employees accrue paid sick leave pursuant to Company policy which satisfies or exceeds the accrual, carryover, and use requirements of the law.
ITAR REQUIREMENTS:
To conf",2026-09-14_14-47-57,2026-09-14,2026-09-14,True
Design Verification Engineer (Silicon Engineering),"Palo Alto, CA",SpaceX,Engineering - Silicon,https://boards.greenhouse.io/spacex/jobs/8632971002?gh_jid=8632971002,"Responsible for digital ASIC verification at block and system level
Write and review test plans, develop test harnesses and test sequences
Develop SystemVerilog testbench infrastructure (both UVM and non-UVM) for testing designs, including DSP blocks
Responsible for test plan execution, running regressions, code and functional coverage closure
Automate test case generation by using Python and MATLAB programs
Contribute towards pre-silicon verification, chip bring-up and post-silicon validation
Be a hands-on self-starter who can execute the steps required to fully verify a complex digital designs","Bachelor’s degree in electrical engineering, computer science or computer engineering
1+ years of experience with design verification and test bench development
PREFERRED SKILLS AND EXPERIENCE:
Advanced degree in electrical engineering or computer engineering
Experience with verification methodologies such as UVM
Strong object-oriented programming knowledge
Strong problem-solving and coding skills
Experience in constrained random verification
Expertise in developing test plans, implementing coverage models, and analyzing results
Experience with scripting languages, e.g. Python for automation
RTL design, chip bring-up, and post-silicon validation experience
Ability to work in a dynamic environment with changing needs and requirements","Ability to work extended hours and weekends as needed to meet critical milestones
Pay range:
Design Verification Engineer/Level I: $135,000.00 - $155,000.00/per year
Design Verification Engineer/Level II: $155,000.00 - $210,000.00/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short & long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation & will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year.
ITAR REQUIREMENTS:
To conform t",2026-09-14_14-47-58,2026-09-14,2026-09-14,True
Design Verification Engineer (Silicon Engineering),"Redmond, WA",SpaceX,Engineering - Silicon,https://boards.greenhouse.io/spacex/jobs/8632894002?gh_jid=8632894002,"Responsible for digital ASIC verification at block and system level
Write and review test plans, develop test harnesses and test sequences
Develop SystemVerilog testbench infrastructure (both UVM and non-UVM) for testing designs, including DSP blocks
Responsible for test plan execution, running regressions, code and functional coverage closure
Automate test case generation by using Python and MATLAB programs
Contribute towards pre-silicon verification, chip bring-up and post-silicon validation
Be a hands-on self-starter who can execute the steps required to fully verify a complex digital designs","Bachelor’s degree in electrical engineering, computer science or computer engineering
1+ years of experience with design verification and test bench development
PREFERRED SKILLS AND EXPERIENCE:
Advanced degree in electrical engineering or computer engineering
Experience with verification methodologies such as UVM
Strong object-oriented programming knowledge
Strong problem-solving and coding skills
Experience in constrained random verification
Expertise in developing test plans, implementing coverage models, and analyzing results
Experience with scripting languages, e.g. Python for automation
RTL design, chip bring-up, and post-silicon validation experience
Ability to work in a dynamic environment with changing needs and requirements","Ability to work extended hours and weekends as needed to meet critical milestones
Pay range:
Design Verification Engineer/Level I: $125,000.00 - $145,000.00/per year
Design Verification Engineer/Level II: $145,000.00 - $195,000.00/per year
Your actual level and base salary will be determined on a case-by-case basis and may vary based on the following considerations: job-related knowledge and skills, education, and experience.
Base salary is just one part of your total rewards package at SpaceX. You may also be eligible for long-term incentives, in the form of company stock, stock options, or long-term cash awards, as well as potential discretionary bonuses and the ability to purchase additional stock at a discount through an Employee Stock Purchase Plan. You will also receive access to comprehensive medical, vision, and dental coverage, access to a 401(k) retirement plan, short & long-term disability insurance, life insurance, paid parental leave, and various other discounts and perks. You may also accrue 3 weeks of paid vacation & will be eligible for 10 or more paid holidays per year. Exempt employees are eligible for 5 days of sick leave per year.
ITAR REQUIREMENTS:
To conform t",2026-09-14_14-47-59,2026-09-14,2026-09-14,True
Design Verification Engineer (Silicon Engineering),"Austin, TX",SpaceX,Engineering - Silicon,https://boards.greenhouse.io/spacex/jobs/8632967002?gh_jid=8632967002,"Responsible for digital ASIC verification at block and system level
Write and review test plans, develop test harnesses and test sequences
Develop SystemVerilog testbench infrastructure (both UVM and non-UVM) for testing designs, including DSP blocks
Responsible for test plan execution, running regressions, code and functional coverage closure
Automate test case generation by using Python and MATLAB programs
Contribute towards pre-silicon verification, chip bring-up and post-silicon validation
Be a hands-on self-starter who can execute the steps required to fully verify a complex digital designs","Bachelor’s degree in electrical engineering, computer science or computer engineering
1+ years of experience with design verification and test bench development
PREFERRED SKILLS AND EXPERIENCE:
Advanced degree in electrical engineering or computer engineering
Experience with verification methodologies such as UVM
Strong object-oriented programming knowledge
Strong problem-solving and coding skills
Experience in constrained random verification
Expertise in developing test plans, implementing coverage models, and analyzing results
Experience with scripting languages, e.g. Python for automation
RTL design, chip bring-up, and post-silicon validation experience
Ability to work in a dynamic environment with changing needs and requirements","Ability to work extended hours and weekends as needed to meet critical milestones
ITAR REQUIREMENTS:
To conform to U.S. Government export regulations, applicant must be a (i) U.S. citizen or national, (ii) U.S. lawful, permanent resident (aka green card holder), (iii) Refugee under 8 U.S.C. § 1157, or (iv) Asylee under 8 U.S.C. § 1158, or be eligible to obtain the required authorizations from the U.S. Department of State. Learn more about the ITAR here.
SpaceX is an Equal Opportunity Employer; employment with SpaceX is governed on the basis of merit, competence and qualifications and will not be influenced in any manner by race, color, religion, gender, national origin/ethnicity, veteran status, disability status, age, sexual orientation, gender identity, marital status, mental or physical disability or any other legally protected status.
Applicants wishing to view a copy of SpaceX’s Affirmative Action Plan for veterans and individuals with disabilities, or applicants requiring reasonable accommodation to the application/interview process should reach out to EEOCompliance@spacex.com.
Create a Job Alert
Interested in building your career at SpaceX? Get future opportunities sent stra",2026-09-14_14-47-59,2026-09-14,2026-09-14,True
